Text,Category_Conclusion/Future Work,Category_Data/Dataset,Category_Discussion/Analysis,Category_Experiments/Experimentation,Category_Introduction/Background,Category_Methods/Methodology,Category_Results/Findings,Category_Tools/Technologies,Category_Uncategorized
317–320.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[130] R. Gupta, S. Tanwar, S. Tyagi, and N. Kumar, ‘‘Machine learning mod-
els for secure data analytics: A taxonomy and threat model,’’ Comput.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Commun., vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"153, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"406–440, Mar.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[131] M. Mathieu, M. Henaff, and Y. LeCun, ‘‘Fast training of convolutional
networks through ffts,’’ 2013, arXiv:1312.5851.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
[Online].,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Available:
https://arxiv.org/abs/1312.5851
[132] S. Anwar, K. Hwang, and W. Sung, ‘‘Structured pruning of deep convolu-
tional neural networks,’’ ACM J. Emerg.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Technol.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Comput.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Syst., vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"13,
no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"3, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"1–18, May 2017.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[133] D. Mungra, A. Agrawal, P. Sharma, S. Tanwar, and M. S. Obaidat,
‘‘PRATIT: A CNN-based emotion recognition system using histogram
equalization and data augmentation,’’ Multimedia Tools Appl., vol.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"79,
nos.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"3–4, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"2285–2307, Jan. 2020.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[134] D. Scherer, A. C. Müller, and S. Behnke, ‘‘Evaluation of pooling oper-
ations in convolutional architectures for object recognition,’’ in Proc.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"ICANN, 2010, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
92–101.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[135] M. D. Zeiler and R. Fergus, ‘‘Stochastic pooling for regularization of
deep convolutional neural networks,’’ 2013, arXiv:1301.3557.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
[Online].,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Available: https://arxiv.org/abs/1301.3557
[136] Q. Zhao, S. Lyu, B. Zhang, and W. Feng, ‘‘Multiactivation pooling
method in convolutional neural networks for image recognition,’’ Wire-
less Commun.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Mobile Comput., vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"2018, Jun.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"2018, Art.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
no.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8196906.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[137] C.-L. Zhang, J.-H. Luo, X.-S. Wei, and J. Wu, ‘‘In defense of fully
connected layers in visual representation transfer,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"PCM, 2017,
pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
807–817.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[138] A. Krizhevsky, I. Sutskever, and G. E. Hinton, ‘‘ImageNet classiﬁca-
tion with deep convolutional neural networks,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"NIPS, 2012,
pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1097–1105.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[139] S. Albawi, T. A. Mohammed, and S. Al-Zawi, ‘‘Understanding of a
convolutional neural network,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Int.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Eng.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Technol.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(ICET),
Aug. 2017, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1–6.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
[140] Y.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Sun, W. Zhang, H. Gu, C. Liu, S. Hong, W. Xu, J. Yang, and
G. Gui, ‘‘Convolutional neural network based models for improving
super-resolution imaging,’’ IEEE Access, vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"7, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"43042–43051, 2019.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[141] R. Memisevic, K. R. Konda, and D. Krueger, ‘‘Zero-bias autoen-
coders and the beneﬁts of co-adapting features,’’ 2014, arXiv:1402.3337.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
[Online].,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Available: https://arxiv.org/abs/1402.3337
[142] T. L. Paine, P. Khorrami, W. Han, and T. S. Huang, ‘‘An analy-
sis of unsupervised pre-training in light of recent advances,’’ 2014,
arXiv:1412.6597.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
[Online].,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Available: https://arxiv.org/abs/1412.6597
[143] A. Krizhevsky, I. Sutskever, and G. E. Hinton, ‘‘ImageNet classiﬁcation
with deep convolutional neural networks,’’ Commun.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"ACM, vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"60, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"6,
pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"84–90, May 2017.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[144] A. Gudi, ‘‘Recognizing semantic features in faces using deep learn-
ing,’’ 2015, arXiv:1512.00743.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
[Online].,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Available: http://arxiv.org/abs/
1512.00743
[145] K. Simonyan and A. Zisserman, ‘‘Very deep convolutional networks
for large-scale image recognition,’’ 2014, arXiv:1409.1556.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
[Online].,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Available: https://arxiv.org/abs/1409.1556
[146] K. He, X. Zhang, S. Ren, and J.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Sun, ‘‘Deep residual learning for
image recognition,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
IEEE Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Comput.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Vis.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Pattern Recognit.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(CVPR), Jun.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"2016, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
770–778.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"VOLUME 8, 2020
90517
K. Patel et al.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
": Facial Sentiment Analysis Using AI Techniques: State-of-the-Art, Taxonomies, and Challenges
[147] D. Eigen, J. T. Rolfe, R. Fergus, and Y. LeCun, ‘‘Understanding
deep architectures using a recursive convolutional network,’’ 2013,
arXiv:1312.1847.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
[Online].,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Available: https://arxiv.org/abs/1312.1847
[148] G. Sandbach, S. Zafeiriou, M. Pantic, and L. Yin, ‘‘Static and dynamic
3D facial expression recognition: A comprehensive survey,’’ Image Vis.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Comput., vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"30, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"10, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"683–697, Oct. 2012.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[149] S. Wan and J. K. Aggarwal, ‘‘Spontaneous facial expression recognition:
A robust metric learning approach,’’ Pattern Recognit., vol.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"47, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"5,
pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"1859–1868, May 2014.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[150] P. Thakkar, K. Varma, V. Ukani, S. Mankad, and S. Tanwar, ‘‘Com-
bining user-based and item-based collaborative ﬁltering using machine
learning,’’ in Information and Communication Technology for Intelligent
Systems, S. C. Satapathy and A. Joshi, eds.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Singapore: Springer, 2019,
pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
173–180.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[151] S. Kaneriya, S. Tanwar, S. Buddhadev, J. P. Verma, S. Tyagi, N. Kumar,
and S. Misra, ‘‘A range-based approach for long-term forecast of weather
using probabilistic Markov model,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
IEEE Int.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Commun.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Workshops (ICC Workshops), May 2018, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1–6.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[152] R. Lysiak, M. Kurzynski, and T. Woloszynski, ‘‘Optimal selection of
ensemble classiﬁers using measures of competence and diversity of base
classiﬁers,’’ Neurocomputing, vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"126, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"29–35, Feb. 2014.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[153] B.-K. Kim, S.-Y.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Dong, J. Roh, G. Kim, and S.-Y.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Lee, ‘‘Fusing aligned
and non-aligned face information for automatic affect recognition in the
wild: A deep learning approach,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
IEEE Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Comput.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Vis.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Pattern Recognit.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Workshops (CVPRW), Jun.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"2016, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1499–1508.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[154] S. Ioffe and C. Szegedy, ‘‘Batch normalization: Accelerating deep
network
training
by
reducing
internal
covariate
shift,’’
2015,
arXiv:1502.03167.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
[Online].,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Available:
https://arxiv.org/abs/1502.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"03167
[155] V. Vapnik, The Nature of Statistical Learning Theory.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"New York, NY,
USA: Springer, 2013.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[156] S. Knerr, L. Personnaz, and G. Dreyfus, ‘‘Single-layer learning revisited:
A stepwise procedure for building and training a neural network,’’ in
Neurocomputing (NATO ASI Series), vol.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"F68, F. F. Soulié and J. Hérault,
Eds.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Berlin, Germany: Springer-Verlag, 1990, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41–50.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
[157] C.-W. Hsu and C.-J.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Lin, ‘‘A comparison of methods for multiclass
support vector machines,’’ IEEE Trans.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Neural Netw., vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"13, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"2,
pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"415–425, Mar.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2002.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[158] J. C. Platt, N. Cristianini, and J. Shawe-Taylor, ‘‘Large margin dags for
multiclass classiﬁcation,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"NIPS, 1999, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
547–553.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[159] S. Tanwar, Q. Bhatia, P. Patel, A. Kumari, P. K. Singh, and W.-C. Hong,
‘‘Machine learning adoption in blockchain-based smart applications: The
challenges, and a way forward,’’ IEEE Access, vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"8, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"474–488, 2020.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[160] W. S. McCulloch and W. Pitts, ‘‘A logical calculus of the ideas immanent
in nervous activity,’’ Bull.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Math.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Biol., vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"52, nos.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"1–2, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"99–115,
Jan. 1990.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[161] R. Gupta, S. Tanwar, S. Tyagi, and N. Kumar, ‘‘Tactile-Internet-Based
telesurgery system for healthcare 4.0: An architecture, research chal-
lenges, and future directions,’’ IEEE Netw., vol.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"33, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"6, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"22–29,
Nov. 2019.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[162] H. Vachhani, M. S. Obiadat, A. Thakkar, V. Shah, R. Sojitra, J. Bhatia,
and S. Tanwar, ‘‘Machine learning based stock market analysis: A short
survey,’’ in Innovative Data Communication Technologies and Applica-
tion, J. S. Raj, A. Bashar, and S. R. J. Ramson, eds.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cham, Switzerland:
Springer, 2020, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12–26.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[163] G. Hinton, ‘‘Deep belief networks,’’ Scholarpedia, vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"4, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"5, p. 5947,
2009.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[164] G. E. Hinton, S. Osindero, and Y.-W. Teh, ‘‘A fast learning algorithm
for deep belief nets,’’ Neural Comput., vol.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"18, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"7, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"1527–1554,
Jul.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[165] M. Schuster and K. K. Paliwal, ‘‘Bidirectional recurrent neural net-
works,’’ IEEE Trans.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Signal Process., vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"45, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"11, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"2673–2681,
Nov. 1997.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[166] A. Mostafa, M. I. Khalil, and H. Abbas, ‘‘Emotion recognition by facial
features using recurrent neural networks,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13th Int.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Com-
put.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Eng.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Syst.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(ICCES), Dec. 2018, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
417–422.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[167] X. Huang, G. Zhao, W. Zheng, and M. Pietikäinen, ‘‘Towards a dynamic
expression recognition system under facial occlusion,’’ Pattern Recognit.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Lett., vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"33, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"16, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"2181–2191, Dec. 2012.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[168] M. Pantie and L. J. M. Rothkrantz, ‘‘Automatic analysis of facial expres-
sions: The state of the art,’’ IEEE Trans.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pattern Anal.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mach.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Intell.,
vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"22, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"12, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"1424–1445, Dec. 2000.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
[169] F.-J.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Chang, A. Tuan Tran, T. Hassner, I. Masi, R. Nevatia, and
G. Medioni, ‘‘ExpNet: Landmark-free, deep, 3D facial expressions,’’
in Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13th IEEE Int.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Autom.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Face Gesture Recognit.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(FG),
May 2018, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
122–129.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[170] F. Ringeval, M. Pantic, B. Schuller, M. Valstar, J. Gratch, R. Cowie,
S. Scherer, S. Mozgai, N. Cummins, and M. Schmitt, ‘‘AVEC 2017:
Real-life depression, and affect recognition workshop and challenge,’’ in
Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7th Annu.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Workshop Audio/Visual Emotion Challenge AVEC, 2017,
pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3–9.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[171] Z. Wu, T. Chen, Y. Chen, Z. Zhang, and G. Liu, ‘‘NIRExpNet: Three-
stream 3D convolutional neural network for near infrared facial expres-
sion recognition,’’ Appl.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Sci., vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"7, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"11, p. 1184, 2017.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[172] M. D. Zeiler and R. Fergus, ‘‘Visualizing and understanding convolu-
tional networks,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Eur.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Comput.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Vis.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Cham, Switzerland:
Springer, 2014, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
818–833.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[173] N. Mousavi, H. Siqueira, P. Barros, B. Fernandes, and S. Wermter,
‘‘Understanding how deep neural networks learn face expressions,’’
in
Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Int.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Joint
Conf.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Neural
Netw.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(IJCNN),
Jul.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"2016,
pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
227–234.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
[174] I.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Song, H.-J.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Kim, and P. B. Jeon, ‘‘Deep learning for real-time robust
facial expression recognition on a smartphone,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
IEEE Int.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Consum.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Electron.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(ICCE), Jan. 2014, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
564–567.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"KEYUR PATEL is currently pursuing the bache-
lor’s degree with Nirma University, Ahmedabad,
India.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"His research interests include computer
vision, natural language processing, energy-based
models, and reinforcement learning.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"DEV MEHTA is currently pursuing the bachelor’s
degree with Nirma University, Ahmedabad, India.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"His research interests are machine learning, com-
puter vision, and natural language processing.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"CHINMAY MISTRY is currently pursuing the
bachelor’s degree with Nirma University, Ahmed-
abad, India.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"His research interests are machine
learning, computer vision, and natural language
processing.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"90518
VOLUME 8, 2020
K. Patel et al.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
": Facial Sentiment Analysis Using AI Techniques: State-of-the-Art, Taxonomies, and Challenges
RAJESH
GUPTA
(Student
Member,
IEEE)
received the B.E.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"degree from the University of
Jammu, India, in 2008 and the M.Tech.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"degree
from Shri Mata Vaishno Devi University, Jammu,
India, in 2013.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"He is a full-time Ph.D. Research
Scholar with Computer Science and Engineer-
ing Department, Nirma University, Ahmedabad,
India.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"He has authored/coauthored 13 publications
(including seven articles in SCI indexed jour-
nals and six articles in IEEE ComSoc sponsored
international conferences).",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Some of his research ﬁndings are published in
top-cited journals, such as the IEEE NETWORKS, Computer Communications,
Computer and Electrical Engineering (Elsevier), and the International
Journal of Communication System (Wiley).",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"His research interests include
network security, blockchain technology, 5G communication networks, and
machine learning.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
